"ANOENC"	"NUMERO"	"CLAVE"	"CLATEO"	"CCAA"	"NUTS1"	"CAPROV"	"TAMAMU"	"DENSIDAD"	"FACTOR"	"NMIEMB"	"TAMANO"	"NMIEMSD"	"NMIEMHU"	"NMIEMIN"	"NMIEM1"	"NMIEM2"	"NMIEM3"	"NMIEM4"	"NMIEM5"	"NMIEM6"	"NMIEM7"	"NMIEM8"	"NMIEM9"	"NMIEM10"	"NMIEM11"	"NMIEM12"	"NMIEM13"	"NUMACTI"	"NUMINACTI"	"NUMOCUP"	"NUMNOCUP"	"NUMESTU"	"NUMNOESTU"	"NNINOSD"	"NHIJOSD"	"UC1"	"UC2"	"PF2TEO"	"PF2RECO"	"TIPHOGAR1"	"TIPHOGAR2"	"TIPHOGAR3"	"TIPHOGAR4"	"TIPHOGAR5"	"TIPHOGAR6"	"TIPHOGAR7"	"TIPHOGAR8"	"TIPHOGAR9"	"TIPHOGAR10"	"TIPHOGAR11"	"NORDENSP"	"EDADSP"	"SEXOSP"	"PAISNACSP"	"NACIONASP"	"PAISSP"	"SITURESSP"	"UNIONSP"	"ESTADOCIVILSP"	"NORDENCOSP"	"NORDENP1SP"	"NORDENP2SP"	"PAISPADRESP"	"PAISMADRESP"	"ESTUDIOSSP"	"ESTUDREDSP"	"SITUACTSP"	"SITUREDSP"	"JORNADASP"	"OCUSP"	"PERCEPSP"	"IMPEXACPSP"	"INTERINPSP"	"TRABAJO"	"OCUPA"	"OCUPARED"	"ACTESTB"	"ACTESTBRED"	"SITPROF"	"SECTOR"	"CONTRATO"	"TIPOCONT"	"SITSOCI"	"SITSOCIRE"	"REGTEN"	"TIPOEDIF"	"ZONARES"	"TIPOCASA"	"NHABIT"	"ANNOCON"	"SUPERF"	"AGUACALI"	"FUENAGUA"	"CALEF"	"FUENCALE"	"VALOREST"	"CAPITPDTE"	"CAPITMENS"	"INTERESMENS"	"DISPOSIOV"	"NUMOVD"	"GASTOT"	"IMPUTGAS"	"GASTMON"	"GASTNOM1"	"GASTNOM2"	"GASTNOM3"	"GASTNOM4"	"GASTOTGR01"	"GASTOTGR02"	"GASTOTGR03"	"GASTOTGR04"	"GASTOTGR05"	"GASTOTGR06"	"GASTOTGR07"	"GASTOTGR08"	"GASTOTGR09"	"GASTOTGR10"	"GASTOTGR11"	"GASTOTGR12"	"GASTOTGR13"	"CAPROP"	"CAJENA"	"PENSIOJUB"	"PENSIOINCAP"	"PENSIOTR"	"DESEM"	"OTRSUB"	"RENTAS"	"OTROIN"	"FUENPRIN"	"FUENPRINRED"	"IMPEXAC"	"INTERIN"	"NUMPERI"
2024	00001	2	2	17	2	6	5	3	180.706371	3	3	0	0	0	3	0	0	3	0	3	0	0	0	0	1	2	0	1	2	1	2	0	3	0	0	2.4	2	2	2	11						04	04				01	83	1	1	1		1		2	02	99	99	1	1	3	2	3	2		2	1	-9	02	1	9	5	C	2	1	6	1	1	08	5	1	2	2	2	5	1	85	1	4	1	4	90000				6		3498371.22	14.14	2667445.84	0	0	0	830925.39	834081.59	109858.97	128401.88	1054357.95	17511.58	554712.49	129308.59	51830.72	26510.02	0	543452.38	0	48345.06	6	1	1	6	6	6	6	6	6	3	3		05	3
2024	00002	1	1	10	5	6	3	2	828.04735	3	3	0	0	0	2	1	1	2	1	2	1	0	0	0	2	0	0	2	1	2	1	0	3	1	1	2.2	1.8	1	1	07						04	03				01	39	1	1	1		1		2	02	99	99	1	1	6	4	1	1	1	1	1	-9	05	1	2	2	J	3	1	6	1	1	02	2	1	4	2	2	5	6	90	1	1	6		75000				6		18601899.58	8.06	15244596.89	0	0	0	3357302.69	665568.02	0	632683.38	5204219.08	2550261.79	2567758.41	2043349.84	522738.01	2679890.88	314657.99	213222.19	878061.41	329488.57	6	1	6	6	6	6	6	6	6	2	2		07	2
2024	00003	1	2	10	5	6	4	2	681.674699	4	4	0	0	0	4	0	1	3	1	3	0	1	1	0	2	0	0	2	2	2	2	1	3	2	2	3.1	2.5	3	3	11						05	04				01	50	1	1	1		1		2	02	99	99	1	1	3	2	1	1	1	1	1	-9	07	1	3	2	C	2	1	6	1	1	02	2	1	4	2	2	5	6	110	1	1	6		70000				1	1	32325460.67	4.57	24449787.46	0	0	0	7875673.22	4684949.13	19533.52	3714810.87	9363980.41	1612678.6	89008.75	2901600.91	695906.86	1877013.7	674857.95	2026792.76	1844384.51	2819942.72	6	1	6	6	6	6	6	6	6	2	2		07	2
2024	00004	2	2	10	5	6	3	2	518.855368	4	4	0	0	0	2	2	2	2	2	2	1	1	0	0	2	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	08						05	03				01	45	6	1	1		1		2	02	99	99	1	1	7	4	1	1	2	1	1	-9	04	1	2	2	C	2	1	6	1	1	02	2	2	4	2	2	5	1	100	1	1	1	1	150000	71200	359.77	239.6	6		17427420.1	0	14986216.24	0	0	0	2441203.86	2602527.18	0	2803800.15	3501837.63	1086119	511331.97	1685707.28	403607.21	611125.15	1365108.47	2367333.47	488922.6	0	6	1	6	6	6	6	6	6	6	2	2		07	2
2024	00005	1	1	05	7	1	1	1	1047.630376	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	85	6	1	1		1		3	99	99	99	1	1	2	1	6	2		2	1	1166	-9	1	9	5	C	2	1	6	1	2	10	6	1	3	2	2	4	6	55	1	1	6		75000				6		12908960.28	0	6907723.79	0	0	0	6001236.5	4293493.24	0	0	7076105.26	87658.09	0	0	226288.16	116877.45	0	0	746087.43	362450.65	6	6	6	6	1	6	6	6	6	5	3	1166	03	1
2024	00006	1	1	01	6	1	1	1	4435.961884	2	2	0	0	0	2	0	0	2	0	2	0	0	0	2	0	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	26	1	1	1		1		1	02	99	99	1	1	7	4	1	1	1	1	1	2750	-9	1	2	2	G	3	1	6	1	1	02	2	3	4	2	2	4	6	65	1	1	6						6		108807686.07	10.29	101433794.78	0	0	7373891.29	0	9699767.4	360457.42	9622288.22	39923656.96	2352400.01	1181294.69	1061149.73	1479888.93	18400966.53	0	21367545.33	0	3358270.86	6	1	6	6	6	6	6	6	6	2	2	4850	07	2
2024	00007	1	1	12	1	6	5	3	603.828793	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				02	56	1	1	1		1	1	2	01	99	99	1	1	3	2	1	1	1	1	1	7500	-9	1	6	4	A	1	3				06	3	1	1	4	1	4	6	120	1	1	1	1	400000				6		28151986.11	0.66	23422462.94	1294360.8	0	0	3435162.37	1776946.76	0	646499.36	4485824.47	0	184790.21	18718692.57	543445.91	0	0	181148.64	1596523.33	18114.86	1	6	6	6	6	6	6	6	6	1	1	15000	10	2
2024	00008	1	1	06	1	6	5	3	228.324516	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	1	1	1	1	0	2	0	0	1.7	1.5	1	1	06						03	02				02	60	6	1	1		1	1	2	01	99	99	1	1	7	4	1	1	1	1	1	-9	03	1	2	2	P	3	2				05	3	1	1	4	1	6	6	200	1	4	1	4	-9				6		7120989.75	0	4787962.84	44577.25	0	0	2288449.66	876898.35	65592.24	69448.71	2731399.22	88894.34	41098.41	2172431.64	246590.48	0	0	650543.24	178093.12	0	1	6	6	6	6	6	6	6	6	1	1		05	2
2024	00009	2	2	11	4	1	1	1	531.483949	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	45	1	1	1		1		-9	99	99	99	1	1	4	3	1	1	1	1	1	2417	-9	1	5	3	O	3	1	1	1	1	03	1	2	4	2	2	4	1	62	1	2	1	2	180000	80000	305	275	6		11119387.85	0.67	7612332.03	0	0	0	3507055.82	1943666.54	0	96995.82	4625618.42	252383.42	296471.41	327855.53	842402.06	159445.18	0	2201624.89	308260.69	64663.88	6	1	6	6	6	6	6	6	6	2	2	2417	05	1
2024	00010	1	2	05	7	6	5	2	581.889141	3	3	0	0	0	2	1	1	2	1	2	0	1	0	0	2	0	0	2	1	1	2	0	3	1	1	2.2	1.8	1	1	07						04	03				01	49	6	1	1		1		2	02	99	99	1	1	5	4	1	1	1	1	1	1100	-9	1	9	5	T	3	1	6	1	1	01	1	1	3	2	2	5	1	75	1	1	6		-9				6		8726442.85	0	5662102.92	0	0	0	3064339.93	1571981.33	973115.84	283186.05	3888269.89	206632.94	0	649176.68	209480.09	279306.79	0	0	353788.6	311504.65	6	1	6	6	6	1	6	6	6	2	2	1580	04	2
2024	00011	2	2	09	5	6	3	1	1589.463015	5	5	0	0	0	2	3	3	2	3	2	3	0	0	0	2	0	0	2	3	2	3	0	5	3	3	3.2	2.4	1	1	09						06	03				01	42	1	1	1		1		-9	02	99	99	1	1	7	4	1	1	1	1	1	2700	-9	1	5	3	O	3	1	1	1	1	03	1	2	2	2	1	6	6	110	1	2	1	2	420000	264407	642.42	364.48	6		168165293.15	2.8	134371721.2	0	0	13536926.67	20256645.27	10926887.46	1849513.01	22563252.27	22468001.59	4002524.57	4870555.86	63647589.95	3876382.4	5542889.85	10980153.56	6294273.54	3980015.39	7163253.71	6	1	6	6	6	6	6	6	6	2	2	5400	08	2
2024	00012	2	2	03	1	6	5	2	718.251899	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	74	6	1	1		1		4	99	99	99	1	1	3	2	6	2		2	1	968	-9	6											1	3	2	2	5	6	85	1	1	1	1	90000				6		9362107.85	0	5327079.54	0	0	0	4035028.3	1716802.24	75723.6	428197.84	4385535.23	414600.59	1438347.73	0	502776.33	14365.04	0	0	312439.58	73319.68	6	6	6	6	6	6	6	6	1	9	3	968	02	1
2024	00013	1	1	13	3	1	1	1	1196.084325	3	3	0	0	0	2	1	1	2	1	2	0	1	0	0	2	0	0	2	1	2	1	0	3	1	1	2.2	1.8	1	1	07						04	03				01	39	1	1	1		1		1	02	99	99	1	1	6	4	1	1	1	1	1	1800	-9	1	2	2	O	3	1	1	1	1	04	2	1	4	2	2	4	6	50	1	1	1	2	400000				6		29125858.44	11.72	16140561.38	0	0	0	12985297.07	1499202.4	64933.63	1060933.88	16404104.76	1205287.41	411797.41	441388.74	868478.41	688472.04	0	4796269.37	1327653.6	357336.79	6	1	6	6	6	6	6	6	6	2	2	2900	06	2
2024	00014	1	1	09	5	6	5	2	1168.254873	2	2	0	0	0	2	0	0	2	0	2	0	0	1	0	1	0	0	2	0	0	2	0	2	0	0	1.7	1.5	1	1	10						07	04				01	52	6	4	3	3	1		1	99	99	99	4	4	4	3	2	1		2	1	-9	02	1	5	3	G	3	1	6	1	2	07	4	6	1	2	1	6	1	300	1	2	1	2	-9				6		62325791.86	58.98	25793798.15	0	0	0	36531993.7	2684896.06	0	497481.87	39966429.38	2359059.16	1971286.28	9672772.53	0	0	0	2177522.96	1826800.14	1169543.48	6	6	6	6	6	6	6	6	1	9	3		02	1
2024	00015	1	1	09	5	6	5	1	2164.671798	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	59	1	1	1		1		-9	99	99	99	1	1	5	4	1	1	1	1	-9	-9	-9	1	7	4	H	3	1	1	1	1	03	1	2	2	2	2	6	6	95	1	3	1	5	-9	-9	-0.09	-0.09	6		52067012.14	0	25373053.14	0	0	0	26693959.01	7514230.64	0	0	31036290.63	952455.59	1407036.67	3622479.82	2285893.42	0	0	1044481.68	3939702.67	264441.03	6	1	6	6	6	6	6	1	6	2	2		05	1
2024	00016	1	2	14	6	6	5	2	557.592079	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	02						01	02				01	57	6	1	1		1		4	99	99	99	1	1	4	3	4	2		2	1	1100	-9	1	8	4	C	2	1	6	1	2	11	6	1	3	2	1	5	1	180	1	2	1	2	-9				6		7615247.86	0	3294487.44	0	0	0	4320760.43	561418.17	0	0	4781063.84	1068130.55	203521.11	0	66911.05	0	0	0	646806.81	287396.34	6	6	6	1	6	6	6	1	6	4	3	1100	03	1
2024	00017	1	1	16	2	6	2	1	359.985721	4	4	0	0	0	4	0	0	4	1	3	0	0	2	0	2	0	0	2	2	2	2	2	2	2	2	3.1	2.5	3	3	11						05	04				01	57	1	1	1		1		2	02	99	99	1	1	5	4	1	1	1	1	1	-9	-9	1	7	4	J	3	1	6	1	1	01	1	1	4	2	2	4	6	70	1	2	1	2	200000				6		27679103.3	0	24656169.63	0	0	127478.14	2895455.53	4257378.85	108306.85	1598592.79	4208813.03	0	908325.4	7995784.28	1028800.19	1880321.13	2545099.05	2747969	300228.09	99484.63	6	1	6	6	6	6	6	6	6	2	2		06	2
2024	00018	1	1	16	2	6	3	1	450.793164	3	3	0	0	0	3	0	0	3	0	3	0	0	0	1	2	0	0	1	2	1	2	1	2	0	0	2.4	2	2	0	11						04	04				01	61	1	1	1		1		2	02	99	99	1	1	3	2	1	1	1	1	-9	-9	-9	1	5	3	G	3	3				05	3	1	3	2	2	5	6	70	1	2	1	2	150000				6		13336128.98	10.89	10257881.19	0	0	0	3078247.79	3914184.5	19540.8	47971.66	4392041.82	101972.76	804793.45	75836.02	475313.5	1310494.21	371228.17	1126403.27	422753.83	273594.99	1	6	6	6	6	6	6	6	6	1	1		04	1
2024	00019	1	1	11	4	6	4	2	495.380244	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	2	0	0	3	0	0	3	0	3	0	0	2.4	2	2	2	11						04	04				01	59	6	1	1		1		2	02	99	99	1	1	3	2	2	1		2	1	-9	01	1	9	5	Q	3	1	1	1	2	07	4	1	3	3	3	5	6	89	1	1	6		80000				6		10244083.95	16.77	8070935.53	0	0	0	2173148.42	2858129.04	104434.78	271944.07	3484489.28	231052.02	153364.42	516088.74	820569.77	212358.7	0	1003885.27	461704.3	126063.55	6	6	6	6	6	1	6	6	6	6	3		02	2
2024	00020	2	2	04	5	1	1	1	904.329823	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	72	1	1	1		1		2	02	99	99	1	1	4	3	3	2		2	1	-9	05	1	7	4	J	3	1	1	1	1	08	5	1	4	2	2	6	6	120	1	2	1	2	-9				1	1	43193747.41	1.93	24167725.72	0	0	0	19026021.69	5259086.1	30550.19	1960545.16	22849987.84	2585901.81	571491.99	562879.23	1573533.89	656883.42	0	2144724.64	4431216.13	566947.01	6	6	1	6	6	6	6	6	6	3	3		07	2
2024	00021	1	2	01	6	6	1	2	1009.330189	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	57	1	1	1		1		2	02	99	99	1	1	5	4	1	1	1	1	1	-9	03	1	7	4	I	3	1	6	1	1	01	1	2	4	2	2	4	1	79	1	3	6		120000	35000	450	-0.09	6		33446381.5	10.7	27710419.71	0	0	0	5735961.79	2747609.45	221409.88	465430.87	8755944.48	1102762.98	1577560.3	6099758.43	1433302.85	225929.55	0	9432885.2	1296989.29	86798.23	6	1	6	6	6	6	6	6	6	2	2		05	2
2024	00022	1	1	06	1	6	3	2	332.490265	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	72	1	1	1		1		2	02	99	99	1	1	7	4	3	2		2	1	-9	05	1	2	2	M	3	1	6	1	1	08	5	1	4	2	1	4	6	130	1	2	1	2	300000				6		14991869.5	0	11453075.15	0	0	0	3538794.35	1615614.13	25349.92	809059.64	4237023.9	116115.04	100850.24	3683985.26	478785.98	50420.19	0	1329813.54	2227684.77	317166.87	6	6	1	6	6	6	6	6	6	3	3		07	2
2024	00023	1	1	13	3	1	1	1	2038.321654	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	77	6	1	1		1		3	99	99	99	1	1	5	4	3	2		2	1	-9	03	1	3	2	M	3	1	6	1	1	08	5	1	4	2	2	4	6	65	1	2	1	2	190000				6		71144423.05	0	50125792.04	0	0	0	21018631.01	5309850.08	0	15375739.67	26888997.37	6695886.63	1275649.63	0	2445985.98	7052592.92	0	3411038.6	952711.54	1735970.61	6	6	1	6	1	6	6	6	6	3	3		03	1
2024	00024	2	2	10	5	6	5	2	1279.88201	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	2	0	2	0	0	1.7	1.5	1	1	10						07	04				01	52	1	1	1		1		1	99	02	99	1	1	3	2	2	1		2	1	-9	01	1	9	5	S	3	1	6	1	2	07	4	1	3	2	2	5	6	65	1	1	6		90000				1	1	27365088.39	0	12994754.93	0	0	0	14370333.47	7220089.86	411230.27	934313.87	15877164.16	441601.18	0	61434.34	230378.76	0	0	0	1150447.54	1038428.41	6	6	6	6	1	1	6	6	6	5	3		04	2
2024	00025	1	2	17	2	1	1	1	261.638459	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	1	1	1	1	0	2	0	0	1.7	1.5	1	1	05						03	01				01	73	1	1	1		1		2	02	99	99	1	1	3	2	1	1	2	1	1	-9	04	1	7	4	F	2	3				05	3	1	4	2	2	5	6	100	1	2	1	2	-9				1	1	10351143.33	11.49	7342157.21	0	0	0	3008986.12	1718161.02	983230.81	10149.91	3499107.36	287994.65	2282518.75	99261.9	59527.98	85454.26	0	330181.35	394629.29	600926.04	1	6	1	6	6	6	6	6	6	1	1		04	1
2024	00026	1	1	11	4	1	2	1	271.609204	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	2	0	0	2	1	2	1	1	2	1	1	2.4	2	2	2	11						04	04				02	59	1	1	1		1	1	2	01	99	99	1	1	6	4	1	1	1	1	1	-9	06	1	2	2	O	3	1	1	1	1	04	2	1	1	1	1	8	1	150	1	2	1	2	350000				6		10507342.78	1.63	8185784.73	0	0	0	2321558.05	2097638.88	15765.97	429253.04	2945634.51	1011734.6	391809.45	181822.39	509510.21	458269.2	135804.6	1068905.88	879742.21	381451.83	6	1	6	6	6	6	6	6	6	2	2		08	2
2024	00027	2	2	05	7	6	5	2	587.035936	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	82	1	1	1		1		2	02	99	99	1	1	2	1	3	2		2	1	-9	03	1	7	4	C	2	1	6	1	1	08	5	1	2	4	1	6	6	130	1	1	6		155000				1	1	15626939.2	0.82	7482170.52	753156.42	0	0	7391612.26	5844821.31	0	0	8231033.09	0	338920.39	0	633998.81	190721.89	0	0	387443.72	0	6	6	1	6	6	6	6	6	6	3	3		03	1
2024	00028	2	2	13	3	6	5	2	871.8767	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	06						03	02				01	62	1	1	1		1		2	02	99	99	1	1	3	2	3	2		2	1	-9	03	1	8	4	B	2	1	6	1	1	08	5	1	3	2	2	6	6	163	1	2	1	2	-9				6		24645713.22	0.62	16974945.98	0	0	0	7670767.24	4025507.94	278191.44	636469.99	10323713.66	814653.37	151707.31	5111269.45	554304.33	251681.74	0	0	2116916.63	381297.36	6	6	1	6	6	6	6	6	6	3	3		03	1
2024	00029	2	2	15	2	6	5	3	333.538495	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	73	1	1	1		1		2	02	99	99	1	1	4	3	3	2		2	1	-9	03	1	9	5	N	3	1	1	1	1	08	5	1	2	4	2	6	6	120	1	2	1	2	60000				6		12727498.65	0.88	10658582.32	0	0	0	2068916.32	0	0	0	7301775.09	0	165978.8	4690728.09	100061.55	121741.55	0	0	347213.57	0	6	6	1	6	6	6	6	6	6	3	3		05	2
2024	00030	1	2	01	6	6	2	2	1666.637184	4	4	0	0	0	4	0	1	3	1	3	0	1	1	0	2	0	0	2	2	1	3	1	3	2	2	3.1	2.5	3	3	11						05	04				02	52	1	1	1		1	3	1	01	99	99	1	1	5	4	1	1	1	1	1	-9	03	1	7	4	G	3	1	6	1	1	01	1	1	3	2	2	4	1	130	1	3	6		110000				6		61994858.58	2.85	53000895.47	0	0	0	8993963.11	28054722.35	640228.12	1242477.17	13316937.91	3353336.11	441417.96	3050071.47	1495038.41	4207275.08	0	1080918.55	1894966.48	3217468.98	6	1	6	6	6	6	6	6	6	2	2		03	1
2024	00031	1	2	03	1	6	5	3	382.03959	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	1	1	1	1	0	2	0	0	1.7	1.5	1	1	05						03	01				02	70	1	1	1		1	1	2	01	99	99	1	1	3	2	3	2		2	1	-9	02	1	9	5	O	3	1	1	1	2	08	5	1	1	2	1	5	6	150	1	1	6		-9				6		13327957.7	0	8378786.84	3315564.59	0	0	1633606.26	2969029.39	1025052.5	464814.83	3155975.79	436849.07	1617139.69	712804.46	265899.55	1183992.85	0	807352.76	451188.76	237858.04	1	6	1	6	6	6	6	6	6	3	3		03	2
2024	00032	1	2	16	2	6	3	2	257.238729	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	06						03	02				01	64	6	1	1		1		2	02	99	99	1	1	6	4	3	2		2	1	-9	06	1	4	3	O	3	1	1	1	1	08	5	1	3	2	2	6	6	120	1	2	1	2	350000				1	1	15273438.61	0	10592310.04	0	0	0	4681128.57	2348712.95	564454.65	563352.82	5622961.87	253732.25	19054.64	14626.59	287078.42	1460370.75	0	3476791.06	405408.24	256894.37	6	6	1	1	6	6	6	6	6	3	3		07	2
2024	00033	1	1	10	5	1	1	1	968.055227	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	2	0	0	2	1	2	1	0	3	1	1	2.4	2	2	2	11						04	04				01	54	6	1	1		1		2	02	99	99	1	1	4	3	1	1	1	1	1	-9	03	1	8	4	H	3	1	1	1	1	03	1	1	4	2	2	5	6	95	1	2	6		150000				6		43453042.06	8.54	37538838.14	0	0	0	5914203.92	8074466.35	1117993.84	213408.18	8839194.29	1015219.46	1578994.76	15328416.71	1820350.83	482320.16	0	1490366.05	1561676.37	1930635.05	6	1	6	6	6	6	6	6	6	2	2		06	2
2024	00034	2	2	08	4	6	4	2	661.136938	4	4	0	0	0	3	1	1	3	2	2	0	1	1	0	2	0	0	2	2	2	2	1	3	2	2	2.9	2.3	2	2	11						05	04				02	47	1	1	1		1	1	2	01	99	99	1	1	2	1	1	1	1	1	1	-9	04	1	1	1	G	3	3				05	3	1	2	2	2	6	6	120	1	5	1	5	90000				6		21473513.4	0	18097764.48	0	0	0	3375748.93	3749899.43	0	1447889.9	5303624.24	248567.29	208829.96	0	238009.3	46279.59	0	9495229.42	483952.24	251232.04	1	1	6	6	6	6	6	6	6	1	1		07	2
2024	00035	1	1	05	7	6	1	1	552.653306	4	4	0	0	0	2	2	2	2	3	1	1	1	1	0	1	0	0	1	3	0	4	1	3	3	3	2.7	2.1	1	1	10						07	04				01	41	1	1	1		1		1	99	99	99	1	1	4	3	2	1		2	1	480	-9	1	5	3	I	3	1	6	1	1	07	4	2	3	2	1	3	1	112	1	1	6		200000	50000	-0.09	-0.09	6		13994751.25	0	10462371.55	0	0	0	3532379.7	2391636.7	0	67239.49	4516102.59	786460.82	221061.32	119373.11	879243.78	2136597.85	0	1944234.31	312249.12	620552.16	6	6	6	6	6	1	6	6	6	6	3	480	01	1
2024	00036	2	2	07	4	6	5	3	361.912049	4	4	0	0	0	2	2	2	2	2	2	0	2	0	0	2	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	08						05	03				01	40	6	1	1		1		-9	02	99	99	1	1	4	3	1	1	1	1	1	1400	-9	1	5	3	Q	3	1	1	1	2	03	1	2	2	4	2	5	1	150	1	5	1	5	-9	90000	200	300	6		12372500.45	5.64	9442346.57	0	0	0	2930153.89	932638.7	48205.55	929747.98	3707326.95	56383.61	375743.27	1649425.17	303728.73	1672664.14	0	1312069.95	1375265.79	9300.63	6	1	6	6	6	6	6	6	6	2	2	2750	06	2
2024	00037	1	1	11	4	6	2	1	610.875024	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	80	6	1	1		1		3	99	99	99	1	1	2	1	6	2		2	1	-9	02	6											1	1	3	3	5	6	85	1	3	6		60000				6		6861294.84	0	4162322.24	0	0	0	2698972.59	758184.75	0	111484.69	2983982.44	24435	1020569.57	0	514381.21	442984.35	0	0	363739.42	641533.4	6	6	6	6	1	6	6	6	6	5	3		02	1
2024	00038	1	2	01	6	1	1	1	1536.211213	3	3	0	0	0	2	1	1	2	1	2	1	0	0	1	1	0	0	2	1	2	1	0	3	1	1	2.2	1.8	1	0	07						04	03				01	38	6	1	1		1		2	02	99	99	1	1	6	4	1	1	2	1	1	-9	03	1	2	2	P	3	1	1	1	1	04	2	2	3	2	2	4	6	80	1	1	6		150000	40000	540	540	6		36154930.05	11.96	25787917.18	0	0	0	10367012.87	7652999.3	520784.55	231046.21	13726171.63	422711.26	256724.81	1878481.32	1843453.46	4725746.57	0	2278505.96	1228968.97	1389336.02	1	1	6	6	6	6	6	6	6	2	2		07	2
2024	00039	1	1	01	6	1	1	1	7158.40666	2	2	0	0	0	2	0	0	2	0	2	0	0	0	2	0	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	33	1	1	1		1		2	02	99	99	1	1	7	4	1	1	1	1	1	-9	04	1	3	2	O	3	1	1	1	1	04	2	1	4	2	2	5	6	83	1	1	6		180000				6		295696825.97	0	243300557.8	0	0	0	52396268.17	22604878.77	0	16132770.86	63992886.96	0	32642334.37	10880778.12	8747572.94	69991342.27	17752848.52	48039731.01	4073133.39	838548.76	6	1	6	6	6	6	6	6	6	2	2		07	2
2024	00040	1	2	08	4	6	4	2	406.269888	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	2	0	0	1	2	1	2	1	2	1	1	2.4	2	2	2	11						04	04				01	52	1	1	1		1		-9	02	99	99	1	1	3	2	1	1	1	1	1	-9	04	1	5	3	O	3	1	1	1	1	03	1	1	2	2	2	7	6	140	1	2	1	2	155000				6		21367215.6	0	19056770.42	0	0	0	2310445.19	3497272.8	92916.14	1482885.09	3827335.07	2715092.4	0	5529675.3	408707.51	0	0	1830599.65	516210.58	1466521.06	6	1	6	6	6	6	6	6	6	2	2		04	1
2024	00041	1	1	04	5	6	5	3	1143.835318	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	60	6	1	1		1		2	99	99	99	1	1	7	4	1	1	2	1	1	2700	-9	1	1	1	O	3	1	1	1	1	04	2	6	2	1	1	6	1	200	1	1	1	1	-9				6		75453388.35	31.6	51607801.45	0	0	0	23845586.9	1635965.66	0	0	24737778.44	0	5757782.42	5884608.41	0	6643776.8	0	3431505.95	1830136.51	25531834.15	6	1	6	6	6	6	6	6	6	2	2	2700	06	1
