"ANOENC"	"NUMERO"	"CLAVE"	"CLATEO"	"CCAA"	"NUTS1"	"CAPROV"	"TAMAMU"	"DENSIDAD"	"FACTOR"	"NMIEMB"	"TAMANO"	"NMIEMSD"	"NMIEMHU"	"NMIEMIN"	"NMIEM1"	"NMIEM2"	"NMIEM3"	"NMIEM4"	"NMIEM5"	"NMIEM6"	"NMIEM7"	"NMIEM8"	"NMIEM9"	"NMIEM10"	"NMIEM11"	"NMIEM12"	"NMIEM13"	"NUMACTI"	"NUMINACTI"	"NUMOCUP"	"NUMNOCUP"	"NUMESTU"	"NUMNOESTU"	"NNINOSD"	"NHIJOSD"	"UC1"	"UC2"	"PF2TEO"	"PF2RECO"	"TIPHOGAR1"	"TIPHOGAR2"	"TIPHOGAR3"	"TIPHOGAR4"	"TIPHOGAR5"	"TIPHOGAR6"	"TIPHOGAR7"	"TIPHOGAR8"	"TIPHOGAR9"	"TIPHOGAR10"	"TIPHOGAR11"	"NORDENSP"	"EDADSP"	"SEXOSP"	"PAISNACSP"	"NACIONASP"	"PAISSP"	"SITURESSP"	"UNIONSP"	"ESTADOCIVILSP"	"NORDENCOSP"	"NORDENP1SP"	"NORDENP2SP"	"PAISPADRESP"	"PAISMADRESP"	"ESTUDIOSSP"	"ESTUDREDSP"	"SITUACTSP"	"SITUREDSP"	"JORNADASP"	"OCUSP"	"PERCEPSP"	"IMPEXACPSP"	"INTERINPSP"	"TRABAJO"	"OCUPA"	"OCUPARED"	"ACTESTB"	"ACTESTBRED"	"SITPROF"	"SECTOR"	"CONTRATO"	"TIPOCONT"	"SITSOCI"	"SITSOCIRE"	"REGTEN"	"TIPOEDIF"	"ZONARES"	"TIPOCASA"	"NHABIT"	"ANNOCON"	"SUPERF"	"AGUACALI"	"FUENAGUA"	"CALEF"	"FUENCALE"	"VALOREST"	"CAPITPDTE"	"CAPITMENS"	"INTERESMENS"	"DISPOSIOV"	"NUMOVD"	"GASTOT"	"IMPUTGAS"	"GASTMON"	"GASTNOM1"	"GASTNOM2"	"GASTNOM3"	"GASTNOM4"	"GASTOTGR01"	"GASTOTGR02"	"GASTOTGR03"	"GASTOTGR04"	"GASTOTGR05"	"GASTOTGR06"	"GASTOTGR07"	"GASTOTGR08"	"GASTOTGR09"	"GASTOTGR10"	"GASTOTGR11"	"GASTOTGR12"	"GASTOTGR13"	"CAPROP"	"CAJENA"	"PENSIOJUB"	"PENSIOINCAP"	"PENSIOTR"	"DESEM"	"OTRSUB"	"RENTAS"	"OTROIN"	"FUENPRIN"	"FUENPRINRED"	"IMPEXAC"	"INTERIN"	"NUMPERI"
2024	02797	1	1	13	3	6	1	1	1499.719064	3	3	0	0	0	3	0	0	3	1	2	0	0	1	0	2	0	0	1	2	1	2	1	2	1	1	2.4	2	2	2	11						04	04				01	43	1	1	1		1		2	02	99	99	1	1	3	2	1	1	1	1	1	-9	04	1	7	4	C	2	1	6	1	1	01	1	2	4	2	2	4	6	75	1	2	1	2	150000	70000	480	180	6		33814934.86	5.54	22774524.21	0	0	0	11040410.65	6723552.14	23432.68	158975.09	13726407.49	1132188.17	92171.5	3285258.11	2643992.59	439816.6	0	1116646.44	2924452.17	1548041.87	6	1	6	6	6	6	6	6	6	2	2		04	1
2024	02798	2	2	16	2	6	5	3	340.927605	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	58	1	1	1		1		-9	02	99	99	1	1	3	2	1	1	1	1	1	-9	03	1	7	4	F	2	2				05	3	5	1	4	2	4	6	70	1	4	1	4	-9				6		9580113.4	32.9	9497070.68	0	0	0	83042.72	2086606.84	155373.48	0	4009165.02	113154.49	0	36820.18	666227.09	2124388.4	0	0	388377.91	0	1	6	6	6	6	6	6	6	6	1	1		06	2
2024	02799	1	1	11	4	6	5	2	271.217937	4	4	0	0	0	2	2	2	2	2	2	0	2	0	0	2	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	08						05	03				01	46	6	1	1		1		2	02	99	99	1	1	6	4	1	1	1	1	1	-9	05	1	2	2	Q	3	1	1	1	1	04	2	2	1	4	2	5	1	140	1	1	1	5	100000	13000	800	23	6		7820299.35	0	6445675.02	0	0	0	1374624.33	1662486	0	897082.03	1828404.94	105494.51	95458.89	434897.96	270317.49	210005.97	141575.76	1710062.73	254928.59	209584.48	6	1	6	6	6	6	6	6	6	2	2		07	2
2024	02800	1	2	13	3	1	1	1	1770.741684	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	36	1	1	1		1		2	02	99	99	1	1	7	4	1	1	1	1	1	-9	07	1	2	2	J	3	1	6	1	1	02	2	5	4	2	2	5	6	78	1	2	1	2	250000				6		82493368.18	0	63469187.84	0	0	1041196.11	17982984.23	7009087.45	0	3972856.29	20902264.39	44448.84	4851832.21	8514440.47	796833.76	3822170.87	0	27407773.55	4352483.06	819177.3	6	1	6	6	6	6	6	6	6	2	2		08	2
2024	02801	1	2	16	2	6	4	1	476.626292	2	2	0	0	0	2	0	0	2	0	2	0	0	0	2	0	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	30	1	1	1		1		2	02	99	99	1	1	5	4	1	1	1	1	1	-9	05	1	5	3	G	3	1	6	1	1	01	1	2	4	2	2	5	6	93	1	2	1	2	300000	161565	0	0	6		35324508.24	0	31255926.86	0	0	0	4068581.38	531846.85	0	0	4947184.76	956980.48	492911.02	696071.85	269722.82	5130541.59	0	20758436.81	1134885.33	405926.73	6	1	6	6	6	6	6	6	6	2	2		07	2
2024	02802	2	2	01	6	6	4	1	1994.198386	4	4	0	0	0	4	0	0	4	1	3	0	0	2	0	2	0	0	2	2	2	2	2	2	2	2	3.1	2.5	3	3	11						05	04				01	53	1	1	1		1		2	02	99	99	1	1	7	4	1	1	1	1	1	1800	-9	1	4	3	K	3	1	6	1	1	02	2	1	2	1	1	4	1	150	1	1	1	1	300000				1	1	123280307.33	11.74	92670233.53	0	0	0	30610073.8	5807273.82	335324.15	9642314.73	34503479.35	2386300.25	6760415.87	13869870.95	3327860.44	6651071.83	5982595.16	22441045.06	5184915.8	6387839.93	6	1	6	6	6	6	6	6	6	2	2	3600	07	2
2024	02803	1	1	10	5	6	5	1	1255.573876	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	72	1	1	1		1		2	02	99	99	1	1	2	1	3	2		2	1	-9	03	1	8	4	H	3	1	6	1	1	08	5	1	4	2	2	5	6	123	1	1	6		-9				1	1	36141270.73	0	20360113	0	0	0	15781157.73	4341667.58	0	106933.04	19756304.62	1089794.28	0	3918708.76	945196.01	2524517.28	0	1982598.74	1475550.42	0	6	6	1	6	6	6	6	6	6	3	3		04	2
2024	02804	1	2	06	1	1	1	1	855.568725	2	2	0	0	0	2	0	0	2	0	2	0	0	0	2	0	0	0	2	0	2	0	0	2	0	0	1.7	1.5	1	1	06						03	02				01	33	1	1	1		1		2	02	99	99	1	1	7	4	1	1	1	1	1	3500	-9	1	3	2	J	3	1	6	1	1	02	2	3	3	2	2	5	6	80	1	2	1	2					6		39938170.37	0	39938170.37	0	0	0	0	2722721.43	0	0	4656005	520470.97	5688819.05	1747102.44	1528045.74	9445478.72	616009.48	9828960.09	855568.72	2328988.71	6	1	6	6	6	6	6	6	6	2	2	5499	08	2
2024	02805	1	1	13	3	6	1	1	720.201328	4	4	0	0	0	3	1	1	3	1	3	0	1	0	0	2	1	0	1	3	1	3	0	4	1	1	2.9	2.3	2	0	10						07	04				04	84	6	1	1		1		-9	99	99	99	1	1	1	1	7	2		2	1	-9	03	6											1	4	2	2	4	6	51	1	2	1	2	200000				1	1	19475016.98	9.01	10417422.56	0	0	0	9057594.42	3007412.93	127213.49	89045.92	11208876.42	182908.72	95553.25	257993.03	847555.14	821894.14	1440402.66	372432.06	504140.93	519588.29	6	1	6	6	1	6	6	6	6	2	2		05	2
2024	02806	1	1	05	7	6	4	2	637.188176	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	1	1	1	1	0	2	0	0	1.7	1.5	1	1	06						03	02				02	60	6	1	1		1	1	2	01	99	99	1	1	2	1	1	1	1	1	1	-9	-9	1	9	5	N	3	1	6	1	1	01	1	1	1	2	2	6	6	87	1	1	6		-9				6		9024598.07	16.46	6082137.5	0	0	0	2942460.57	1579267.59	43481.46	118597.36	3324773.47	128703.94	376858.87	1642264.43	611731.41	194186.03	0	307272.29	374029.46	323431.76	6	1	1	6	6	6	6	6	6	2	2		04	2
2024	02807	1	1	12	1	6	4	2	1216.185261	2	2	0	0	0	2	0	0	2	1	1	0	0	1	0	1	0	0	0	2	0	2	1	1	1	1	1.7	1.5	1	1	10						07	04				01	55	1	1	1		1		4	99	99	99	1	1	2	1	4	2		2	1	907	-9	1	5	3	I	3	1	6	1	2	11	6	3	4	2	2	5	6	75	1	3	6						6		38891062.07	0	38891062.07	0	0	0	0	19154980.54	2525773.27	0	4042599.81	782885.42	0	0	1758382.76	571372.97	0	2683191.78	3489527.4	3882348.12	6	6	6	1	6	6	6	6	1	4	3	907	02	1
2024	02808	2	2	15	2	1	1	1	646.214118	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	65	6	1	1		1		1	99	99	99	1	1	8	4	3	2		2	1	2505	-9	1	2	2	P	3	1	1	1	1	08	5	1	4	2	2	8	6	90	1	2	1	2	-9				6		19708606.23	0	14069212.38	0	0	0	5639393.85	1247226.13	0	3144908.71	7452024.46	0	1926256.58	236255.88	542819.86	864849.89	0	2956478.92	522141.01	815644.8	6	6	1	6	6	6	6	6	6	3	3	2505	06	1
2024	02809	1	1	13	3	6	1	1	1304.885393	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	69	1	4	3	3	1		3	99	99	99	4	4	7	4	3	2		2	1	-9	07	1	3	2	J	3	1	6	1	1	08	5	1	4	2	2	5	6	110	1	4	1	4	300000				1	1	48066707.52	0	18697802.25	0	0	0	29368905.27	3479308.41	0	79380.53	34027346.12	26097.71	260977.08	324916.46	782931.24	2755585.8	0	913419.78	4828075.96	588668.44	6	6	1	6	6	6	6	1	6	3	3		07	1
2024	02810	1	1	09	5	6	3	2	2830.572275	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	83	1	1	1		1		2	02	99	99	1	1	2	1	3	2		2	1	-9	02	1	7	4	C	2	1	6	1	1	08	5	1	2	2	2	4	6	60	1	1	6		-9				1	1	80189604.54	5.32	43534556.24	0	0	0	36655048.3	3760205.04	23381.14	11585400.87	40317808.83	4247338.67	4137121.07	1147271.65	509503.01	155104.26	0	473261.12	707643.07	13125565.82	6	6	1	6	6	6	1	6	6	3	3		03	2
2024	02811	1	1	06	1	6	5	3	297.694539	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	61	1	1	1		1		1	99	99	99	1	1	3	2	1	1	1	1	1	-9	04	1	1	1	I	3	3				05	3	3	2	4	2	4	6	70	1	3	1	4					6		8512890.9	10.64	4328193.39	0	4184697.51	0	0	0	0	0	3128778.54	0	905987.27	0	132176.38	0	0	4184697.51	125031.71	36219.5	1	6	6	6	6	6	6	6	6	1	1		04	1
2024	02812	1	1	16	2	6	5	2	216.581055	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	06						03	02				02	61	1	1	1		1	2	2	01	99	99	1	1	3	2	3	2		2	1	1200	-9	1	6	4	A	1	1	6	1	1	08	5	5	4	2	2	5	6	75	1	1	6		200000				6		5420961.69	0	3431993.2	0	0	0	1988968.49	1794256.46	22586.31	0	2537195.78	272281.06	0	0	129428.84	112931.55	0	474312.51	77969.18	0	6	6	1	1	6	6	6	6	6	3	3	1678	04	2
2024	02813	2	2	10	5	1	1	1	1458.989268	5	5	0	0	0	2	3	3	2	3	2	1	2	0	1	1	0	0	2	3	2	3	0	5	3	3	3.2	2.4	1	1	09						06	03				01	34	6	1	1		1		2	02	99	99	1	1	7	4	1	1	1	1	1	2100	-9	1	2	2	Q	3	1	1	1	1	04	2	2	2	2	2	6	1	200	1	2	1	2	380000	116000	-0.09	-0.09	6		73198808.49	0	45605043.91	0	0	0	27593764.59	9382089.47	693963.32	2662655.41	31454979.68	7177039.66	74177.74	4112041.84	1092782.96	4908662.84	0	7280658.44	1817900.63	2541856.5	6	1	6	6	6	6	1	6	6	2	2	4023	07	2
2024	02814	1	1	04	5	1	1	1	819.743919	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	48	6	1	1		1		1	99	99	99	1	1	6	4	1	1	1	1	1	2400	-9	1	2	2	P	3	1	1	1	1	04	2	2	3	2	2	5	6	78	1	1	6		-9	125000	500	20	6		16722525.84	0	10160824.51	0	0	0	6561701.33	1766883.77	0	768134.83	7551951.98	949313.7	398942.04	468073.78	766460.56	693028.71	0	573820.74	411511.45	2374404.27	6	1	6	6	6	6	6	6	6	2	2	2400	05	1
2024	02815	1	1	15	2	1	1	1	433.629011	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	1	1	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				02	85	1	1	1		1	1	2	01	99	99	1	1	8	4	3	2		2	1	-9	04	1	2	2	P	3	1	1	1	1	08	5	1	4	2	2	5	6	120	1	4	1	4	-9				6		12636160.7	0	7212230.46	0	0	0	5423930.23	1782700.88	0	0	6119141.61	483772.29	3386406.02	19946.93	187327.73	349855.89	0	0	307009.34	0	6	6	1	6	6	6	6	6	6	3	3		05	2
2024	02816	2	2	14	6	6	3	2	424.124336	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	0	05						03	01				01	72	1	1	1		1		2	02	99	99	1	1	2	1	3	2		2	1	780	-9	1	8	4	H	3	2				08	5	1	2	2	2	6	6	300	1	1	6		230000				6		7517053.66	7.18	2749394.25	0	0	0	4767659.41	724467.96	268490.83	1812.26	5566361.44	71647.01	83533.98	240013.61	10336.78	31197.16	0	114543.34	374077.66	30571.61	6	6	1	6	6	6	6	6	6	3	3	1560	04	2
2024	02817	1	1	04	5	6	5	3	654.806954	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	0	05						03	01				01	75	1	1	1		1		2	02	99	99	1	1	7	4	3	2		2	1	2500	-9	1	1	1	K	3	1	6	1	1	08	5	1	2	2	1	5	6	250	1	1	1	1	700000				6		41536275.89	1.23	29905921.81	3342158.47	0	0	8288195.61	13484027.99	4857.55	1338102.05	10835296.44	2945847.48	3648304.07	344165.64	2612679.75	2356788.35	0	2207080.5	620756.99	1138369.08	6	6	1	6	6	6	6	6	6	3	3	2500	06	1
2024	02818	1	1	14	6	6	2	1	385.621451	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	0	05						03	01				02	79	1	1	1		1	1	2	01	99	99	1	1	3	2	3	2		2	1	-9	03	1	6	4	A	1	2				08	5	1	4	1	2	4	6	90	1	2	1	2	-9				6		9520314.15	8.3	8080028.21	0	0	0	1440285.94	2315899.51	285842.05	775782.81	2712776.81	1662145.12	379350.28	141100.38	9398.38	30493.64	0	104144.86	1068171.42	35208.89	6	6	1	6	6	6	6	6	6	3	3		05	2
2024	02819	2	2	06	1	6	5	2	310.728086	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	70	1	1	1		1		2	02	99	99	1	1	4	3	3	2		2	1	1300	-9	1	5	3	O	3	1	1	1	1	08	5	1	3	2	2	5	6	85	1	2	1	2	50000				6		10774324.56	4.34	9084633.19	0	0	0	1689691.37	2334790.96	32051.42	26497.65	2183620.59	3309589.55	1181432.81	66628.2	184572.48	137084.51	0	63785.74	503379.5	750891.15	6	6	1	6	6	6	6	6	6	3	3	1300	03	1
2024	02820	1	1	11	4	1	2	1	444.809447	3	3	0	0	0	2	1	1	2	2	1	0	1	1	0	1	0	0	1	2	1	2	1	2	2	2	2.2	1.8	1	1	10						07	04				01	46	6	1	1		1		-9	99	99	99	1	1	4	3	1	1	1	1	1	1600	-9	1	2	2	R	3	1	6	1	1	02	2	3	4	2	2	4	6	100	1	2	1	2					6		16576031.27	4.17	16576031.27	0	0	0	0	1571654.55	1016093.76	214337.85	4518374.37	945919.94	2017160.63	1201651.52	546633.45	90379.57	346951.37	3818547.48	182371.87	105954.91	6	1	6	6	6	6	6	6	6	2	2	1600	04	1
2024	02821	1	1	11	4	1	1	1	397.629735	4	4	0	0	0	2	2	2	2	2	2	0	2	0	0	2	0	0	2	2	2	2	0	4	2	2	2.7	2.1	1	1	08						05	03				02	46	1	1	1		1	1	2	01	99	99	1	1	6	4	1	1	1	1	1	-9	06	1	2	2	P	3	1	1	1	1	04	2	2	3	2	2	6	6	90	1	2	6		220000	151588	663.54	130.82	6		12138535.16	0	9565559.09	0	0	0	2572976.07	486418.57	0	387026.28	3379420.87	525658.37	0	103781.36	69585.2	2256382.26	47811	1695890.82	2236838.24	949722.19	6	1	6	6	6	6	6	6	6	2	2		08	2
2024	02822	2	2	15	2	1	1	1	336.408945	3	3	0	0	0	2	1	1	2	1	2	1	0	0	0	2	0	0	2	1	2	1	0	3	1	1	2.2	1.8	1	1	07						04	03				01	37	1	1	1		1		2	02	99	99	1	1	7	4	1	1	1	1	1	2800	-9	1	2	2	C	2	1	6	1	1	02	2	5	4	2	2	6	6	105	1	2	1	2	-9				6		17866007.51	20.61	14184112.9	0	0	0	3681894.6	1599759.08	130420.24	552142.39	4474746.57	350551.58	534816.82	0	336678.07	1673213.38	60553.61	7501594.3	480765.39	170766.07	6	1	6	6	6	6	6	6	6	2	2	5200	08	2
2024	02823	1	1	13	3	6	5	2	1400.153252	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	01						02	01				01	78	1	1	1		1		4	99	99	99	1	1	5	4	3	2		2	1	2486	-9	1	7	4	C	2	1	6	1	1	08	5	1	2	2	2	5	1	200	1	4	1	4	280000				6		37059795.63	9.94	20430790.82	0	0	0	16629004.81	1398045.37	218688.66	0	18575217.83	3220352.48	3683092.86	0	854093.48	1483958.77	0	6755917.57	700076.63	170351.98	6	6	1	6	6	6	6	6	6	3	3	2486	05	1
2024	02824	1	1	13	3	1	1	1	1518.050727	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	69	1	1	1		1		2	02	99	99	1	1	5	4	3	2		2	1	-9	03	1	8	4	C	2	1	6	1	1	08	5	1	4	2	2	5	6	65	1	3	1	1	150000				6		44879227.24	5.01	30892472.46	0	0	0	13986754.79	13614059.7	0	0	16773895.92	854793.94	5393821.91	630250.51	1730577.83	163648.3	0	3157733.58	1821660.87	738784.69	6	6	1	6	6	6	1	6	6	3	3		05	2
2024	02825	2	2	01	6	6	3	2	1649.455617	5	5	0	0	0	5	0	1	4	2	3	0	1	2	0	2	0	0	1	4	1	4	2	3	3	3	3.8	3	4	4	11						06	04				05	48	1	1	1		6	1	2	01	99	99	4	1	7	4	1	1	1	1	1	-9	07	1	2	2	J	3	1	6	1	1	02	2	3	2	1	1	6	1	200	1	3	6						6		96557535.87	9.7	96557535.87	0	0	0	0	15503219.34	367420.94	837696.96	37060948.4	1173844.1	4557662.73	8730787.34	965400.93	1694078.77	21442923.03	1863469.21	1484510.06	875574.06	6	1	6	6	6	6	6	6	6	2	2		07	1
2024	02826	2	2	09	5	6	5	3	2875.751743	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	51	1	1	1		1		1	99	99	99	1	1	5	4	1	1	1	1	1	-9	03	1	2	2	R	3	2				05	3	6	3	4	1	2	6	150	1	1	1	4	300000				6		42229096.14	0	18364942.74	0	0	0	23864153.39	0	0	524824.69	32376378.55	230060.14	2099298.77	132284.58	1644930	0	0	3208293.18	2013026.22	0	1	6	6	6	6	6	6	6	6	1	1		03	1
2024	02827	2	2	11	4	6	5	3	316.050205	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	1	1	0	1	1	0	2	0	2	0	0	1.7	1.5	1	1	05						03	01				01	70	1	1	1		1		2	02	99	99	1	1	3	2	3	2		2	1	-9	04	1	7	4	F	2	1	6	1	2	08	5	1	2	4	2	5	6	125	1	3	6		27000				6		4900080.82	14.69	3547064.65	0	0	0	1353016.17	1384311.15	2532.49	67319.73	1887813.37	290067.43	79565.93	214397.91	252150.6	90705.29	0	122015.69	227798.6	281402.63	6	6	1	6	6	6	1	6	6	3	3		04	2
2024	02828	1	1	06	1	1	1	1	221.004957	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	1	1	0	1	2	1	2	1	2	1	1	2.4	2	2	2	11						04	04				01	67	1	1	1		1		2	02	99	99	1	1	7	4	3	2		2	1	-9	04	1	8	4	H	3	1	6	1	1	08	5	1	4	2	2	5	1	85	1	2	1	2	350000				6		10901715.46	0	8836191.27	0	0	0	2065524.19	3464924.04	95542.45	0	2982941.52	914615.75	363924.28	990284.47	314048.04	119378.68	213347.14	213275.41	835124.69	394309	6	1	1	6	6	6	6	6	6	3	3		07	2
2024	02829	1	1	19	6	1	2	1	121.23375	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	01						02	01				01	68	6	1	1		1		3	99	99	99	1	1	2	1	1	1	1	1	1	1380	-9	1	5	3	I	3	1	6	1	1	01	1	2	4	2	2	5	6	85	1	3	6		80000	4000	250	25	6		2150151.61	0	1297247.17	0	0	0	852904.43	260091.09	254613.36	0	1147744.91	193109.23	4849.35	0	66678.56	69317.05	0	31058.76	38794.8	83894.49	6	1	6	6	1	6	6	6	6	2	2	1380	03	1
2024	02830	1	2	17	2	1	1	1	294.343266	2	2	0	0	0	2	0	0	2	0	2	0	0	0	0	0	2	0	1	1	1	1	0	2	0	0	1.7	1.5	1	1	05						03	01				01	72	1	1	1		1		2	02	99	99	1	1	3	2	1	1	1	1	1	-9	-9	1	1	1	F	2	3				05	3	1	4	2	2	5	1	95	1	2	1	2	-9				6		8649387.88	0	6957100.64	0	0	0	1692287.24	2353499.8	96872.11	286494.11	2484070.62	340475.38	0	11738.41	88302.98	74174.5	0	1912581.49	818274.28	182904.19	1	6	1	6	6	6	6	6	6	1	1		05	2
2024	02831	2	2	16	2	6	3	1	556.135062	3	3	0	0	0	3	0	0	3	0	3	0	0	0	0	1	1	1	1	2	1	2	0	3	0	0	2.4	2	2	2	11						04	04				01	85	1	1	1		1		2	02	99	99	1	1	2	1	3	2		2	1	1300	-9	1	9	5	C	2	1	6	1	1	08	5	1	3	2	2	4	6	53	1	2	6		-9				1	1	15560116.89	0	8652968.72	0	0	0	6907148.17	3286976.7	60896.79	2503534.67	8188950.51	38929.45	246487	31883.22	380396.38	0	0	0	619072.87	202989.3	6	1	1	6	6	6	6	6	6	3	3	2500	06	2
2024	02832	2	2	09	5	6	3	1	1465.670735	3	3	0	0	0	3	0	0	3	0	3	0	0	2	0	1	0	0	1	2	1	2	2	1	2	2	2.4	2	2	2	10						07	04				01	63	1	1	1		1		4	99	99	99	1	1	8	4	1	1	1	1	1	-9	07	1	1	1	M	3	1	1	1	1	04	2	1	2	2	1	7	6	250	1	2	1	2	550000				6		90309082.45	0.88	53020711.75	0	0	0	37288370.71	8011988.39	872189.55	28394.16	41122770.54	389887.77	306484.04	5465980.21	1632710.46	5711060.51	1905371.96	22602890.96	1765649.56	493704.35	6	1	6	6	6	6	6	1	6	2	2		07	1
2024	02833	2	2	08	4	1	2	2	543.749489	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	02						01	02				01	55	6	1	1		1		4	99	99	99	1	1	4	3	1	1	1	1	1	-9	05	1	3	2	Q	3	1	1	1	1	04	2	2	4	2	2	5	6	110	1	2	1	2	230000	100000	430	60	6		13654313.8	0	10350776.05	0	0	0	3303537.75	1564186.94	167428.97	852283.19	4534586.59	2562361.93	0	78299.93	557343.23	1500748.59	0	1569646.58	187049.82	80378.04	6	1	6	6	6	6	6	6	6	2	2		05	1
2024	02834	1	1	10	5	1	1	1	806.366738	3	3	0	0	0	2	1	1	2	1	2	1	0	0	0	2	0	0	2	1	2	1	0	3	1	1	2.2	1.8	1	1	07						04	03				01	40	1	1	1		1		1	02	99	99	1	1	5	4	1	1	1	1	1	-9	07	1	3	2	K	3	2				05	3	2	4	2	2	4	1	63	1	2	1	2	320000	66000	550	-0.09	6		29799318.14	0	21647092.24	0	0	0	8152225.9	2038158.79	0	1252264.93	10031640.99	715448.37	1419205.46	20965.54	387056.03	3854996.97	0	873267.3	1947166.02	7259147.75	1	1	6	6	6	6	6	6	6	1	1		08	2
2024	02835	1	1	14	6	6	3	2	414.129398	3	3	0	0	0	2	1	1	2	1	2	1	0	0	2	0	0	0	1	2	1	2	0	3	1	1	2.2	1.8	1	1	07						04	03				01	25	1	1	1		1		1	02	99	99	1	1	3	2	1	1	1	1	1	-9	02	1	8	4	C	2	1	6	1	1	01	1	2	2	2	2	5	6	100	1	1	1	1	150000	-9	248.87	-0.09	6		8961896.73	0	7460686.16	0	0	0	1501210.57	2161319.32	0	0	1904042.52	418550.04	0	2857492.85	162355.29	0	0	1174375.86	165022.28	118738.58	6	1	6	6	6	6	6	6	6	2	2		02	1
2024	02836	2	2	13	3	1	1	1	1694.240629	3	3	0	0	0	3	0	0	3	0	3	0	0	0	1	2	0	0	3	0	2	1	0	3	0	0	2.4	2	2	2	11						04	04				01	59	1	1	1		1		2	02	99	99	1	1	5	4	1	1	1	1	1	-9	04	1	7	4	H	3	1	1	1	1	03	1	2	4	2	2	5	6	90	1	2	1	2	150000	40000	350	80	1	1	62509496.09	11.53	40375077.65	0	0	0	22134418.44	6890512.52	586026.48	2828332.82	27803347.58	1946207.89	2826910.07	1412264.44	4874917.91	514813.1	0	5917217.41	4489737.67	2419208.19	6	1	6	6	6	1	6	6	6	2	2		06	3
2024	02837	1	2	02	2	1	1	1	722.934623	3	3	0	0	0	3	0	0	3	0	3	0	0	1	0	2	0	0	2	1	1	2	1	2	1	1	2.4	2	2	0	11						04	04				01	62	1	1	1		1		2	02	99	99	1	1	3	2	1	1	1	1	1	-9	07	1	8	4	H	3	2				05	3	1	4	2	2	5	6	90	1	2	1	2	120000				6		64668852.48	4.47	59730642.33	0	0	0	4938210.15	5108627.42	123117.3	78258	6948211.1	5110064.5	1657790.38	33812780.11	1414347.47	898805.84	1156695.4	3970460.62	621723.78	3767970.55	1	6	6	6	6	6	6	6	6	1	1		09	2
