Comunidades y Ciudades Autónomas	Grupos ECOICOP ver.2	Tipo de dato	Periodo	Total
Nacional	Índice general	Media anual	2025	100
Nacional	Índice general	Media anual	2024	97,397
Nacional	Índice general	Media anual	2023	94,768
Nacional	Índice general	Media anual	2022	91,534
Nacional	Índice general	Media anual	2021	84,448
Nacional	Índice general	Media anual	2020	81,915
Nacional	Índice general	Media anual	2019	82,18
Nacional	Índice general	Media anual	2018	81,609
Nacional	Índice general	Media anual	2017	80,265
Nacional	Índice general	Media anual	2016	78,725
Nacional	Índice general	Media anual	2015	78,885
Nacional	Índice general	Media anual	2014	79,281
Nacional	Índice general	Media anual	2013	79,401
Nacional	Índice general	Media anual	2012	78,298
Nacional	Índice general	Media anual	2011	76,429
Nacional	Índice general	Media anual	2010	74,062
Nacional	Índice general	Media anual	2009	72,752
Nacional	Índice general	Media anual	2008	72,962
Nacional	Índice general	Media anual	2007	70,105
Nacional	Índice general	Media anual	2006	68,204
Nacional	Índice general	Media anual	2005	65,888
Nacional	Índice general	Media anual	2004	63,741
Nacional	Índice general	Media anual	2003	61,861
Nacional	Índice general	Media anual	2002	60,036
Nacional	Índice general	Variación de las medias anuales	2025	2,7
Nacional	Índice general	Variación de las medias anuales	2024	2,8
Nacional	Índice general	Variación de las medias anuales	2023	3,5
Nacional	Índice general	Variación de las medias anuales	2022	8,4
Nacional	Índice general	Variación de las medias anuales	2021	3,1
Nacional	Índice general	Variación de las medias anuales	2020	-0,3
Nacional	Índice general	Variación de las medias anuales	2019	0,7
Nacional	Índice general	Variación de las medias anuales	2018	1,7
Nacional	Índice general	Variación de las medias anuales	2017	2
Nacional	Índice general	Variación de las medias anuales	2016	-0,2
Nacional	Índice general	Variación de las medias anuales	2015	-0,5
Nacional	Índice general	Variación de las medias anuales	2014	-0,2
Nacional	Índice general	Variación de las medias anuales	2013	1,4
Nacional	Índice general	Variación de las medias anuales	2012	2,4
Nacional	Índice general	Variación de las medias anuales	2011	3,2
Nacional	Índice general	Variación de las medias anuales	2010	1,8
Nacional	Índice general	Variación de las medias anuales	2009	-0,3
Nacional	Índice general	Variación de las medias anuales	2008	4,1
Nacional	Índice general	Variación de las medias anuales	2007	2,8
Nacional	Índice general	Variación de las medias anuales	2006	3,5
Nacional	Índice general	Variación de las medias anuales	2005	3,4
Nacional	Índice general	Variación de las medias anuales	2004	3
Nacional	Índice general	Variación de las medias anuales	2003	3
Nacional	Índice general	Variación de las medias anuales	2002	""
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2025	100
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2024	97,616
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2023	94,254
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2022	84,411
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2021	75,61
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2020	74,239
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2019	72,531
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2018	71,788
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2017	70,625
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2016	69,767
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2015	68,803
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2014	68,005
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2013	68,243
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2012	66,393
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2011	64,883
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2010	63,579
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2009	64,115
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2008	64,796
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2007	61,198
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2006	59,019
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2005	56,688
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2004	54,952
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2003	52,906
Nacional	01 Alimentos y bebidas no alcohólicas	Media anual	2002	50,823
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2025	2,4
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2024	3,6
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2023	11,7
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2022	11,6
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2021	1,8
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2020	2,4
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2019	1
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2018	1,6
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2017	1,2
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2016	1,4
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2015	1,2
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2014	-0,3
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2013	2,8
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2012	2,3
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2011	2,1
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2010	-0,8
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2009	-1,1
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2008	5,9
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2007	3,7
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2006	4,1
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2005	3,2
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2004	3,9
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2003	4,1
Nacional	01 Alimentos y bebidas no alcohólicas	Variación de las medias anuales	2002	""
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2025	100
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2024	96,295
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2023	92,608
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2022	86,061
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2021	82,857
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2020	82,608
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2019	82,164
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2018	81,617
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2017	80,126
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2016	78,789
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2015	78,402
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2014	77,352
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2013	76,25
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2012	71,875
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2011	67,866
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2010	61,578
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2009	55,519
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2008	51,004
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2007	49,067
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2006	45,848
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2005	45,021
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2004	42,846
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2003	41,065
Nacional	02 Bebidas alcohólicas y tabaco	Media anual	2002	39,73
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2025	3,8
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2024	4
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2023	7,6
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2022	3,9
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2021	0,3
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2020	0,5
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2019	0,7
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2018	1,9
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2017	1,7
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2016	0,5
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2015	1,4
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2014	1,4
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2013	6,1
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2012	5,9
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2011	10,2
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2010	10,9
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2009	8,9
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2008	3,9
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2007	7
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2006	1,8
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2005	5,1
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2004	4,3
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2003	3,4
Nacional	02 Bebidas alcohólicas y tabaco	Variación de las medias anuales	2002	""
Nacional	03 Vestido y calzado	Media anual	2025	100
Nacional	03 Vestido y calzado	Media anual	2024	99,59
Nacional	03 Vestido y calzado	Media anual	2023	98,719
Nacional	03 Vestido y calzado	Media anual	2022	96,567
Nacional	03 Vestido y calzado	Media anual	2021	94,054
Nacional	03 Vestido y calzado	Media anual	2020	93,106
Nacional	03 Vestido y calzado	Media anual	2019	92,195
Nacional	03 Vestido y calzado	Media anual	2018	91,341
Nacional	03 Vestido y calzado	Media anual	2017	90,564
Nacional	03 Vestido y calzado	Media anual	2016	90,129
Nacional	03 Vestido y calzado	Media anual	2015	89,561
Nacional	03 Vestido y calzado	Media anual	2014	89,269
Nacional	03 Vestido y calzado	Media anual	2013	89,17
Nacional	03 Vestido y calzado	Media anual	2012	89,133
Nacional	03 Vestido y calzado	Media anual	2011	88,895
Nacional	03 Vestido y calzado	Media anual	2010	88,653
Nacional	03 Vestido y calzado	Media anual	2009	88,931
Nacional	03 Vestido y calzado	Media anual	2008	90,43
Nacional	03 Vestido y calzado	Media anual	2007	89,825
Nacional	03 Vestido y calzado	Media anual	2006	88,876
Nacional	03 Vestido y calzado	Media anual	2005	87,774
Nacional	03 Vestido y calzado	Media anual	2004	86,592
Nacional	03 Vestido y calzado	Media anual	2003	85,044
Nacional	03 Vestido y calzado	Media anual	2002	81,933
Nacional	03 Vestido y calzado	Variación de las medias anuales	2025	0,4
Nacional	03 Vestido y calzado	Variación de las medias anuales	2024	0,9
Nacional	03 Vestido y calzado	Variación de las medias anuales	2023	2,2
Nacional	03 Vestido y calzado	Variación de las medias anuales	2022	2,7
Nacional	03 Vestido y calzado	Variación de las medias anuales	2021	1
Nacional	03 Vestido y calzado	Variación de las medias anuales	2020	1
Nacional	03 Vestido y calzado	Variación de las medias anuales	2019	0,9
Nacional	03 Vestido y calzado	Variación de las medias anuales	2018	0,9
Nacional	03 Vestido y calzado	Variación de las medias anuales	2017	0,5
Nacional	03 Vestido y calzado	Variación de las medias anuales	2016	0,6
Nacional	03 Vestido y calzado	Variación de las medias anuales	2015	0,3
Nacional	03 Vestido y calzado	Variación de las medias anuales	2014	0,1
Nacional	03 Vestido y calzado	Variación de las medias anuales	2013	0
Nacional	03 Vestido y calzado	Variación de las medias anuales	2012	0,3
Nacional	03 Vestido y calzado	Variación de las medias anuales	2011	0,3
Nacional	03 Vestido y calzado	Variación de las medias anuales	2010	-0,3
Nacional	03 Vestido y calzado	Variación de las medias anuales	2009	-1,7
Nacional	03 Vestido y calzado	Variación de las medias anuales	2008	0,7
Nacional	03 Vestido y calzado	Variación de las medias anuales	2007	1,1
Nacional	03 Vestido y calzado	Variación de las medias anuales	2006	1,3
Nacional	03 Vestido y calzado	Variación de las medias anuales	2005	1,4
Nacional	03 Vestido y calzado	Variación de las medias anuales	2004	1,8
Nacional	03 Vestido y calzado	Variación de las medias anuales	2003	3,8
Nacional	03 Vestido y calzado	Variación de las medias anuales	2002	""
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2025	100
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2024	94,181
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2023	90,89
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2022	102,137
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2021	88,426
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2020	79,563
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2019	82,485
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2018	83,709
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2017	81,78
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2016	78,694
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2015	82,178
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2014	83,947
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2013	82,848
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2012	82,099
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2011	78,139
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2010	72,861
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2009	70,375
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2008	69,472
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2007	65,143
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2006	62,84
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2005	58,989
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2004	56,009
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2003	54,116
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Media anual	2002	52,594
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2025	6,2
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2024	3,6
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2023	-11
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2022	15,5
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2021	11,1
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2020	-3,5
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2019	-1,5
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2018	2,4
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2017	3,9
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2016	-4,2
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2015	-2,1
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2014	1,3
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2013	0,9
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2012	5,1
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2011	7,2
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2010	3,5
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2009	1,3
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2008	6,6
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2007	3,7
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2006	6,5
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2005	5,3
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2004	3,5
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2003	2,9
Nacional	04 Vivienda, agua, electricidad, gas y otros combustibles	Variación de las medias anuales	2002	""
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2025	100
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2024	99,287
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2023	98,545
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2022	93,834
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2021	88,236
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2020	87,414
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2019	87,082
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2018	86,517
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2017	86,399
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2016	86,783
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2015	86,646
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2014	86,84
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2013	87,318
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2012	86,514
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2011	85,761
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2010	84,806
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2009	84,316
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2008	83,105
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2007	81,019
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2006	78,975
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2005	76,987
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2004	75,398
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2003	74,243
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Media anual	2002	72,782
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2025	0,7
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2024	0,8
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2023	5
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2022	6,3
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2021	0,9
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2020	0,4
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2019	0,7
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2018	0,1
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2017	-0,4
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2016	0,2
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2015	-0,2
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2014	-0,5
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2013	0,9
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2012	0,9
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2011	1,1
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2010	0,6
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2009	1,5
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2008	2,6
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2007	2,6
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2006	2,6
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2005	2,1
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2004	1,6
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2003	2
Nacional	05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar	Variación de las medias anuales	2002	""
Nacional	06 Sanidad	Media anual	2025	100
Nacional	06 Sanidad	Media anual	2024	97,992
Nacional	06 Sanidad	Media anual	2023	96,039
Nacional	06 Sanidad	Media anual	2022	94,274
Nacional	06 Sanidad	Media anual	2021	93,247
Nacional	06 Sanidad	Media anual	2020	92,615
Nacional	06 Sanidad	Media anual	2019	92,273
Nacional	06 Sanidad	Media anual	2018	91,529
Nacional	06 Sanidad	Media anual	2017	91,261
Nacional	06 Sanidad	Media anual	2016	90,59
Nacional	06 Sanidad	Media anual	2015	90,811
Nacional	06 Sanidad	Media anual	2014	90,684
Nacional	06 Sanidad	Media anual	2013	90,565
Nacional	06 Sanidad	Media anual	2012	84,734
Nacional	06 Sanidad	Media anual	2011	81,836
Nacional	06 Sanidad	Media anual	2010	82,938
Nacional	06 Sanidad	Media anual	2009	83,743
Nacional	06 Sanidad	Media anual	2008	84,31
Nacional	06 Sanidad	Media anual	2007	84,169
Nacional	06 Sanidad	Media anual	2006	85,467
Nacional	06 Sanidad	Media anual	2005	84,333
Nacional	06 Sanidad	Media anual	2004	83,618
Nacional	06 Sanidad	Media anual	2003	83,303
Nacional	06 Sanidad	Media anual	2002	81,593
Nacional	06 Sanidad	Variación de las medias anuales	2025	2
Nacional	06 Sanidad	Variación de las medias anuales	2024	2
Nacional	06 Sanidad	Variación de las medias anuales	2023	1,9
Nacional	06 Sanidad	Variación de las medias anuales	2022	1,1
Nacional	06 Sanidad	Variación de las medias anuales	2021	0,7
Nacional	06 Sanidad	Variación de las medias anuales	2020	0,4
Nacional	06 Sanidad	Variación de las medias anuales	2019	0,8
Nacional	06 Sanidad	Variación de las medias anuales	2018	0,3
Nacional	06 Sanidad	Variación de las medias anuales	2017	0,7
Nacional	06 Sanidad	Variación de las medias anuales	2016	-0,2
Nacional	06 Sanidad	Variación de las medias anuales	2015	0,1
Nacional	06 Sanidad	Variación de las medias anuales	2014	0,1
Nacional	06 Sanidad	Variación de las medias anuales	2013	6,9
Nacional	06 Sanidad	Variación de las medias anuales	2012	3,5
Nacional	06 Sanidad	Variación de las medias anuales	2011	-1,3
Nacional	06 Sanidad	Variación de las medias anuales	2010	-1
Nacional	06 Sanidad	Variación de las medias anuales	2009	-0,7
Nacional	06 Sanidad	Variación de las medias anuales	2008	0,2
Nacional	06 Sanidad	Variación de las medias anuales	2007	-1,5
Nacional	06 Sanidad	Variación de las medias anuales	2006	1,3
Nacional	06 Sanidad	Variación de las medias anuales	2005	0,9
Nacional	06 Sanidad	Variación de las medias anuales	2004	0,4
Nacional	06 Sanidad	Variación de las medias anuales	2003	2,1
Nacional	06 Sanidad	Variación de las medias anuales	2002	""
Nacional	07 Transporte	Media anual	2025	100
Nacional	07 Transporte	Media anual	2024	99,47
Nacional	07 Transporte	Media anual	2023	98,803
Nacional	07 Transporte	Media anual	2022	99,174
Nacional	07 Transporte	Media anual	2021	88,436
Nacional	07 Transporte	Media anual	2020	82,431
Nacional	07 Transporte	Media anual	2019	85,668
Nacional	07 Transporte	Media anual	2018	84,691
Nacional	07 Transporte	Media anual	2017	81,777
Nacional	07 Transporte	Media anual	2016	78,503
Nacional	07 Transporte	Media anual	2015	80,145
Nacional	07 Transporte	Media anual	2014	83,875
Nacional	07 Transporte	Media anual	2013	84,677
Nacional	07 Transporte	Media anual	2012	84,328
Nacional	07 Transporte	Media anual	2011	80,478
Nacional	07 Transporte	Media anual	2010	74,511
Nacional	07 Transporte	Media anual	2009	69,719
Nacional	07 Transporte	Media anual	2008	74,014
Nacional	07 Transporte	Media anual	2007	69,938
Nacional	07 Transporte	Media anual	2006	68,527
Nacional	07 Transporte	Media anual	2005	65,576
Nacional	07 Transporte	Media anual	2004	61,685
Nacional	07 Transporte	Media anual	2003	59,082
Nacional	07 Transporte	Media anual	2002	57,879
Nacional	07 Transporte	Variación de las medias anuales	2025	0,5
Nacional	07 Transporte	Variación de las medias anuales	2024	0,7
Nacional	07 Transporte	Variación de las medias anuales	2023	-0,4
Nacional	07 Transporte	Variación de las medias anuales	2022	12,1
Nacional	07 Transporte	Variación de las medias anuales	2021	7,3
Nacional	07 Transporte	Variación de las medias anuales	2020	-3,8
Nacional	07 Transporte	Variación de las medias anuales	2019	1,2
Nacional	07 Transporte	Variación de las medias anuales	2018	3,6
Nacional	07 Transporte	Variación de las medias anuales	2017	4,2
Nacional	07 Transporte	Variación de las medias anuales	2016	-2
Nacional	07 Transporte	Variación de las medias anuales	2015	-4,4
Nacional	07 Transporte	Variación de las medias anuales	2014	-0,9
Nacional	07 Transporte	Variación de las medias anuales	2013	0,4
Nacional	07 Transporte	Variación de las medias anuales	2012	4,8
Nacional	07 Transporte	Variación de las medias anuales	2011	8
Nacional	07 Transporte	Variación de las medias anuales	2010	6,9
Nacional	07 Transporte	Variación de las medias anuales	2009	-5,8
Nacional	07 Transporte	Variación de las medias anuales	2008	5,8
Nacional	07 Transporte	Variación de las medias anuales	2007	2,1
Nacional	07 Transporte	Variación de las medias anuales	2006	4,5
Nacional	07 Transporte	Variación de las medias anuales	2005	6,3
Nacional	07 Transporte	Variación de las medias anuales	2004	4,4
Nacional	07 Transporte	Variación de las medias anuales	2003	2,1
Nacional	07 Transporte	Variación de las medias anuales	2002	""
Nacional	08 Información y comunicaciones	Media anual	2025	100
Nacional	08 Información y comunicaciones	Media anual	2024	99,685
